"","name","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","minute"
"503","Draymond Green","Golden State Warriors","2/23/17",2016,1,11,9,"shot_no","Fadeaway Jump Shot","2PT Field Goal",8,"Los Angeles Clippers",-73,46,13
"504","Draymond Green","Golden State Warriors","11/4/16",2016,2,5,22,"shot_yes","Finger Roll Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-15,1,31
"505","Draymond Green","Golden State Warriors","12/25/16",2016,3,6,29,"shot_yes","Finger Roll Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",-4,-5,42
"506","Draymond Green","Golden State Warriors","12/20/16",2016,2,4,40,"shot_yes","Floating Jump shot","2PT Field Goal",12,"Utah Jazz",2,120,32
"507","Draymond Green","Golden State Warriors","11/9/16",2016,1,11,39,"shot_no","Floating Jump shot","2PT Field Goal",9,"Dallas Mavericks",-1,97,13
"508","Draymond Green","Golden State Warriors","1/28/17",2016,2,10,35,"shot_no","Floating Jump shot","2PT Field Goal",10,"Los Angeles Clippers",6,105,26
"509","Draymond Green","Golden State Warriors","3/6/17",2016,3,4,54,"shot_no","Floating Jump shot","2PT Field Goal",3,"Atlanta Hawks",33,13,44
"510","Draymond Green","Golden State Warriors","3/26/17",2016,3,0,33,"shot_no","Floating Jump shot","2PT Field Goal",10,"Memphis Grizzlies",-91,51,48
"511","Draymond Green","Golden State Warriors","3/24/17",2016,2,1,56,"shot_yes","Floating Jump shot","2PT Field Goal",6,"Sacramento Kings",2,65,35
"512","Draymond Green","Golden State Warriors","1/6/17",2016,2,5,52,"shot_yes","Floating Jump shot","2PT Field Goal",12,"Memphis Grizzlies",91,90,31
"513","Draymond Green","Golden State Warriors","10/25/16",2016,2,7,22,"shot_no","Floating Jump shot","2PT Field Goal",6,"San Antonio Spurs",-1,61,29
"514","Draymond Green","Golden State Warriors","11/28/16",2016,3,6,33,"shot_no","Floating Jump shot","2PT Field Goal",4,"Atlanta Hawks",-1,47,42
"515","Draymond Green","Golden State Warriors","11/7/16",2016,4,3,51,"shot_no","Floating Jump shot","2PT Field Goal",9,"New Orleans Pelicans",89,39,57
"516","Draymond Green","Golden State Warriors","11/16/16",2016,4,4,1,"shot_no","Floating Jump shot","2PT Field Goal",6,"Toronto Raptors",9,61,56
"517","Draymond Green","Golden State Warriors","12/1/16",2016,4,7,5,"shot_no","Floating Jump shot","2PT Field Goal",10,"Houston Rockets",-63,90,53
"518","Draymond Green","Golden State Warriors","3/31/17",2016,1,6,16,"shot_no","Floating Jump shot","2PT Field Goal",12,"Houston Rockets",46,111,18
"519","Draymond Green","Golden State Warriors","3/20/17",2016,1,11,9,"shot_no","Floating Jump shot","2PT Field Goal",15,"Oklahoma City Thunder",-155,-11,13
"520","Draymond Green","Golden State Warriors","11/13/16",2016,1,6,37,"shot_no","Floating Jump shot","2PT Field Goal",14,"Phoenix Suns",2,144,18
"521","Draymond Green","Golden State Warriors","11/18/16",2016,1,1,31,"shot_no","Floating Jump shot","2PT Field Goal",8,"Boston Celtics",-6,82,23
"522","Draymond Green","Golden State Warriors","11/4/16",2016,2,5,54,"shot_yes","Hook Shot","2PT Field Goal",6,"Los Angeles Lakers",-59,32,31
"523","Draymond Green","Golden State Warriors","3/31/17",2016,3,11,7,"shot_no","Jump Bank Shot","2PT Field Goal",3,"Houston Rockets",4,36,37
"524","Draymond Green","Golden State Warriors","12/3/16",2016,1,9,30,"shot_yes","Jump Bank Shot","2PT Field Goal",10,"Phoenix Suns",-101,41,15
"525","Draymond Green","Golden State Warriors","11/16/16",2016,4,6,23,"shot_no","Jump Bank Shot","3PT Field Goal",26,"Toronto Raptors",-2,262,54
"526","Draymond Green","Golden State Warriors","3/29/17",2016,3,0,41,"shot_yes","Jump Bank Shot","2PT Field Goal",4,"San Antonio Spurs",-45,3,48
"527","Draymond Green","Golden State Warriors","2/27/17",2016,4,6,26,"shot_yes","Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",-241,-6,54
"528","Draymond Green","Golden State Warriors","3/31/17",2016,4,1,37,"shot_no","Jump Shot","2PT Field Goal",10,"Houston Rockets",94,36,59
"529","Draymond Green","Golden State Warriors","3/31/17",2016,1,3,5,"shot_no","Jump Shot","2PT Field Goal",17,"Houston Rockets",107,134,21
"530","Draymond Green","Golden State Warriors","3/31/17",2016,4,4,51,"shot_no","Jump Shot","3PT Field Goal",26,"Houston Rockets",-27,262,56
"531","Draymond Green","Golden State Warriors","3/31/17",2016,3,11,28,"shot_no","Jump Shot","3PT Field Goal",27,"Houston Rockets",69,262,37
"532","Draymond Green","Golden State Warriors","3/31/17",2016,4,0,50,"shot_no","Jump Shot","2PT Field Goal",6,"Houston Rockets",-48,47,60
"533","Draymond Green","Golden State Warriors","3/31/17",2016,3,0,33,"shot_no","Jump Shot","3PT Field Goal",26,"Houston Rockets",78,254,48
"534","Draymond Green","Golden State Warriors","3/29/17",2016,1,8,11,"shot_no","Jump Shot","3PT Field Goal",25,"San Antonio Spurs",79,247,16
"535","Draymond Green","Golden State Warriors","3/28/17",2016,4,1,12,"shot_no","Jump Shot","3PT Field Goal",24,"Houston Rockets",51,242,59
"536","Draymond Green","Golden State Warriors","3/28/17",2016,3,4,1,"shot_no","Jump Shot","3PT Field Goal",24,"Houston Rockets",181,169,44
"537","Draymond Green","Golden State Warriors","3/28/17",2016,1,1,36,"shot_no","Jump Shot","3PT Field Goal",24,"Houston Rockets",92,232,23
"538","Draymond Green","Golden State Warriors","3/28/17",2016,2,5,59,"shot_no","Jump Shot","3PT Field Goal",24,"Houston Rockets",107,224,31
"539","Draymond Green","Golden State Warriors","3/28/17",2016,2,0,3,"shot_no","Jump Shot","3PT Field Goal",34,"Houston Rockets",-78,331,36
"540","Draymond Green","Golden State Warriors","3/28/17",2016,1,6,9,"shot_yes","Jump Shot","3PT Field Goal",25,"Houston Rockets",138,210,18
"541","Draymond Green","Golden State Warriors","3/28/17",2016,4,2,14,"shot_yes","Jump Shot","2PT Field Goal",16,"Houston Rockets",-161,38,58
"542","Draymond Green","Golden State Warriors","3/26/17",2016,1,8,20,"shot_no","Jump Shot","3PT Field Goal",26,"Memphis Grizzlies",-125,237,16
"543","Draymond Green","Golden State Warriors","3/26/17",2016,4,1,17,"shot_no","Jump Shot","2PT Field Goal",5,"Memphis Grizzlies",37,41,59
"544","Draymond Green","Golden State Warriors","3/24/17",2016,1,0,0,"shot_no","Jump Shot","2PT Field Goal",6,"Sacramento Kings",-11,65,24
"545","Draymond Green","Golden State Warriors","3/24/17",2016,3,9,54,"shot_no","Jump Shot","3PT Field Goal",26,"Sacramento Kings",22,262,39
"546","Draymond Green","Golden State Warriors","3/24/17",2016,4,7,13,"shot_no","Jump Shot","3PT Field Goal",27,"Sacramento Kings",-187,200,53
"547","Draymond Green","Golden State Warriors","3/24/17",2016,1,10,24,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-1,259,14
"548","Draymond Green","Golden State Warriors","3/24/17",2016,3,0,6,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-19,257,48
"549","Draymond Green","Golden State Warriors","3/21/17",2016,1,1,54,"shot_yes","Jump Shot","3PT Field Goal",24,"Dallas Mavericks",66,232,23
"550","Draymond Green","Golden State Warriors","3/21/17",2016,2,2,25,"shot_no","Jump Shot","2PT Field Goal",19,"Dallas Mavericks",97,164,34
"551","Draymond Green","Golden State Warriors","3/21/17",2016,4,5,34,"shot_no","Jump Shot","3PT Field Goal",24,"Dallas Mavericks",20,242,55
"552","Draymond Green","Golden State Warriors","3/21/17",2016,1,10,26,"shot_no","Jump Shot","3PT Field Goal",23,"Dallas Mavericks",-160,178,14
"553","Draymond Green","Golden State Warriors","3/21/17",2016,3,9,24,"shot_no","Jump Shot","3PT Field Goal",23,"Dallas Mavericks",96,219,39
"554","Draymond Green","Golden State Warriors","3/20/17",2016,1,8,49,"shot_no","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",69,232,16
"555","Draymond Green","Golden State Warriors","3/18/17",2016,1,6,20,"shot_no","Jump Shot","2PT Field Goal",12,"Milwaukee Bucks",-60,105,18
"556","Draymond Green","Golden State Warriors","3/18/17",2016,1,8,19,"shot_no","Jump Shot","2PT Field Goal",10,"Milwaukee Bucks",42,92,16
"557","Draymond Green","Golden State Warriors","3/16/17",2016,2,1,38,"shot_no","Jump Shot","3PT Field Goal",28,"Orlando Magic",-158,242,35
"558","Draymond Green","Golden State Warriors","3/16/17",2016,1,9,44,"shot_no","Jump Shot","3PT Field Goal",26,"Orlando Magic",-192,188,15
"559","Draymond Green","Golden State Warriors","3/14/17",2016,4,11,2,"shot_no","Jump Shot","2PT Field Goal",6,"Philadelphia 76ers",-9,67,49
"560","Draymond Green","Golden State Warriors","3/14/17",2016,4,5,1,"shot_no","Jump Shot","2PT Field Goal",11,"Philadelphia 76ers",61,95,55
"561","Draymond Green","Golden State Warriors","3/14/17",2016,1,7,46,"shot_no","Jump Shot","3PT Field Goal",26,"Philadelphia 76ers",-153,214,17
"562","Draymond Green","Golden State Warriors","3/14/17",2016,3,1,13,"shot_no","Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",-107,229,47
"563","Draymond Green","Golden State Warriors","3/6/17",2016,4,11,12,"shot_no","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",-143,213,49
"564","Draymond Green","Golden State Warriors","3/6/17",2016,4,3,37,"shot_no","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",25,252,57
"565","Draymond Green","Golden State Warriors","3/6/17",2016,3,10,15,"shot_yes","Jump Shot","3PT Field Goal",24,"Atlanta Hawks",-14,242,38
"566","Draymond Green","Golden State Warriors","3/6/17",2016,3,9,45,"shot_no","Jump Shot","3PT Field Goal",23,"Atlanta Hawks",32,237,39
"567","Draymond Green","Golden State Warriors","3/6/17",2016,1,11,7,"shot_yes","Jump Shot","3PT Field Goal",24,"Atlanta Hawks",-17,247,13
"568","Draymond Green","Golden State Warriors","3/5/17",2016,2,10,27,"shot_no","Jump Shot","3PT Field Goal",23,"New York Knicks",210,111,26
"569","Draymond Green","Golden State Warriors","3/5/17",2016,4,8,23,"shot_no","Jump Shot","3PT Field Goal",24,"New York Knicks",76,229,52
"570","Draymond Green","Golden State Warriors","3/5/17",2016,1,9,52,"shot_yes","Jump Shot","3PT Field Goal",23,"New York Knicks",-233,-31,15
"571","Draymond Green","Golden State Warriors","3/5/17",2016,3,9,8,"shot_no","Jump Shot","3PT Field Goal",25,"New York Knicks",-176,178,39
"572","Draymond Green","Golden State Warriors","3/5/17",2016,1,5,48,"shot_no","Jump Shot","2PT Field Goal",8,"New York Knicks",-60,67,19
"573","Draymond Green","Golden State Warriors","3/2/17",2016,3,8,35,"shot_no","Jump Shot","3PT Field Goal",27,"Chicago Bulls",138,237,40
"574","Draymond Green","Golden State Warriors","3/2/17",2016,4,2,34,"shot_no","Jump Shot","3PT Field Goal",25,"Chicago Bulls",141,213,58
"575","Draymond Green","Golden State Warriors","3/2/17",2016,2,1,37,"shot_yes","Jump Shot","3PT Field Goal",24,"Chicago Bulls",-19,242,35
"576","Draymond Green","Golden State Warriors","3/2/17",2016,3,9,36,"shot_yes","Jump Shot","3PT Field Goal",25,"Chicago Bulls",-37,252,39
"577","Draymond Green","Golden State Warriors","2/28/17",2016,2,7,50,"shot_no","Jump Shot","3PT Field Goal",29,"Washington Wizards",-7,298,29
"578","Draymond Green","Golden State Warriors","2/28/17",2016,3,10,38,"shot_no","Jump Shot","2PT Field Goal",19,"Washington Wizards",64,183,38
"579","Draymond Green","Golden State Warriors","2/28/17",2016,4,1,4,"shot_yes","Jump Shot","3PT Field Goal",26,"Washington Wizards",112,244,59
"580","Draymond Green","Golden State Warriors","2/28/17",2016,1,8,31,"shot_no","Jump Shot","2PT Field Goal",8,"Washington Wizards",78,41,16
"581","Draymond Green","Golden State Warriors","2/28/17",2016,4,5,59,"shot_no","Jump Shot","2PT Field Goal",19,"Washington Wizards",74,180,55
"582","Draymond Green","Golden State Warriors","2/28/17",2016,4,2,17,"shot_yes","Jump Shot","3PT Field Goal",23,"Washington Wizards",-232,26,58
"583","Draymond Green","Golden State Warriors","2/27/17",2016,1,6,7,"shot_no","Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",150,208,18
"584","Draymond Green","Golden State Warriors","2/27/17",2016,4,9,30,"shot_no","Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",-7,257,51
"585","Draymond Green","Golden State Warriors","4/4/17",2016,1,9,35,"shot_no","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",42,252,15
"586","Draymond Green","Golden State Warriors","2/27/17",2016,2,5,33,"shot_no","Jump Shot","2PT Field Goal",4,"Philadelphia 76ers",-40,2,31
"587","Draymond Green","Golden State Warriors","2/25/17",2016,1,1,16,"shot_no","Jump Shot","2PT Field Goal",6,"Brooklyn Nets",-45,41,23
"588","Draymond Green","Golden State Warriors","2/25/17",2016,4,11,39,"shot_no","Jump Shot","2PT Field Goal",9,"Brooklyn Nets",-12,92,49
"589","Draymond Green","Golden State Warriors","2/25/17",2016,3,5,45,"shot_no","Jump Shot","3PT Field Goal",25,"Brooklyn Nets",148,213,43
"590","Draymond Green","Golden State Warriors","2/25/17",2016,1,7,18,"shot_no","Jump Shot","2PT Field Goal",5,"Brooklyn Nets",17,57,17
"591","Draymond Green","Golden State Warriors","2/25/17",2016,1,0,0,"shot_no","Jump Shot","3PT Field Goal",22,"Brooklyn Nets",228,23,24
"592","Draymond Green","Golden State Warriors","2/15/17",2016,2,11,43,"shot_no","Jump Shot","2PT Field Goal",7,"Sacramento Kings",-58,52,25
"593","Draymond Green","Golden State Warriors","2/15/17",2016,1,0,38,"shot_no","Jump Shot","3PT Field Goal",23,"Sacramento Kings",232,11,24
"594","Draymond Green","Golden State Warriors","2/15/17",2016,1,1,4,"shot_no","Jump Shot","3PT Field Goal",26,"Sacramento Kings",99,249,23
"595","Draymond Green","Golden State Warriors","2/13/17",2016,1,6,18,"shot_no","Jump Shot","3PT Field Goal",24,"Denver Nuggets",-124,213,18
"596","Draymond Green","Golden State Warriors","2/13/17",2016,1,9,31,"shot_no","Jump Shot","3PT Field Goal",24,"Denver Nuggets",-223,100,15
"597","Draymond Green","Golden State Warriors","2/11/17",2016,1,9,16,"shot_no","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",-122,223,15
"598","Draymond Green","Golden State Warriors","2/10/17",2016,1,0,1,"shot_no","Jump Shot","3PT Field Goal",27,"Memphis Grizzlies",-129,242,24
"599","Draymond Green","Golden State Warriors","2/10/17",2016,3,2,25,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-45,252,46
"600","Draymond Green","Golden State Warriors","2/10/17",2016,4,9,59,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-88,242,51
"601","Draymond Green","Golden State Warriors","2/8/17",2016,4,4,26,"shot_yes","Jump Shot","3PT Field Goal",27,"Chicago Bulls",-47,272,56
"602","Draymond Green","Golden State Warriors","2/8/17",2016,4,10,36,"shot_no","Jump Shot","3PT Field Goal",23,"Chicago Bulls",-230,11,50
"603","Draymond Green","Golden State Warriors","2/8/17",2016,1,10,34,"shot_no","Jump Shot","2PT Field Goal",21,"Chicago Bulls",162,136,14
"604","Draymond Green","Golden State Warriors","2/8/17",2016,4,11,38,"shot_yes","Jump Shot","3PT Field Goal",27,"Chicago Bulls",-153,223,49
"605","Draymond Green","Golden State Warriors","2/8/17",2016,2,6,52,"shot_yes","Jump Shot","3PT Field Goal",28,"Chicago Bulls",-37,278,30
"606","Draymond Green","Golden State Warriors","2/4/17",2016,2,9,54,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",4,252,27
"607","Draymond Green","Golden State Warriors","2/4/17",2016,1,6,31,"shot_no","Jump Shot","2PT Field Goal",3,"Sacramento Kings",25,23,18
"608","Draymond Green","Golden State Warriors","2/4/17",2016,4,10,52,"shot_no","Jump Shot","3PT Field Goal",26,"Sacramento Kings",15,267,50
"609","Draymond Green","Golden State Warriors","2/4/17",2016,2,11,19,"shot_no","Jump Shot","2PT Field Goal",3,"Sacramento Kings",33,2,25
"610","Draymond Green","Golden State Warriors","2/4/17",2016,4,9,18,"shot_no","Jump Shot","2PT Field Goal",18,"Sacramento Kings",-119,139,51
"611","Draymond Green","Golden State Warriors","2/4/17",2016,1,9,39,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-74,242,15
"612","Draymond Green","Golden State Warriors","2/4/17",2016,1,6,10,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",71,247,18
"613","Draymond Green","Golden State Warriors","2/4/17",2016,3,5,44,"shot_yes","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-130,214,43
"614","Draymond Green","Golden State Warriors","2/4/17",2016,3,0,55,"shot_no","Jump Shot","3PT Field Goal",26,"Sacramento Kings",220,156,48
"615","Draymond Green","Golden State Warriors","2/4/17",2016,1,0,0,"shot_no","Jump Shot","3PT Field Goal",27,"Sacramento Kings",73,262,24
"616","Draymond Green","Golden State Warriors","2/1/17",2016,2,2,39,"shot_no","Jump Shot","2PT Field Goal",16,"Charlotte Hornets",-98,127,34
"617","Draymond Green","Golden State Warriors","2/1/17",2016,3,7,6,"shot_no","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",9,262,41
"618","Draymond Green","Golden State Warriors","2/1/17",2016,3,4,26,"shot_no","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",212,156,44
"619","Draymond Green","Golden State Warriors","2/1/17",2016,2,9,38,"shot_no","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",-176,198,27
"620","Draymond Green","Golden State Warriors","2/1/17",2016,2,7,57,"shot_no","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",-204,164,29
"621","Draymond Green","Golden State Warriors","2/1/17",2016,2,7,10,"shot_no","Jump Shot","3PT Field Goal",27,"Charlotte Hornets",-129,242,29
"622","Draymond Green","Golden State Warriors","2/1/17",2016,3,11,18,"shot_yes","Jump Shot","3PT Field Goal",23,"Charlotte Hornets",232,8,37
"623","Draymond Green","Golden State Warriors","1/29/17",2016,1,0,49,"shot_yes","Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",-99,223,24
"624","Draymond Green","Golden State Warriors","1/29/17",2016,4,2,5,"shot_no","Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",-47,237,58
"625","Draymond Green","Golden State Warriors","1/29/17",2016,2,10,33,"shot_no","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",-153,198,26
"626","Draymond Green","Golden State Warriors","1/29/17",2016,2,2,22,"shot_no","Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",133,208,34
"627","Draymond Green","Golden State Warriors","1/29/17",2016,3,8,39,"shot_no","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",-19,257,40
"628","Draymond Green","Golden State Warriors","1/28/17",2016,3,10,20,"shot_no","Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",48,244,38
"629","Draymond Green","Golden State Warriors","1/25/17",2016,1,5,56,"shot_yes","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",148,200,19
"630","Draymond Green","Golden State Warriors","1/25/17",2016,3,9,59,"shot_no","Jump Shot","3PT Field Goal",28,"Charlotte Hornets",-81,272,39
"631","Draymond Green","Golden State Warriors","1/25/17",2016,2,11,20,"shot_yes","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",176,170,25
"632","Draymond Green","Golden State Warriors","1/22/17",2016,4,9,37,"shot_no","Jump Shot","3PT Field Goal",25,"Orlando Magic",-22,257,51
"633","Draymond Green","Golden State Warriors","1/22/17",2016,2,5,33,"shot_no","Jump Shot","3PT Field Goal",23,"Orlando Magic",-238,-1,31
"634","Draymond Green","Golden State Warriors","1/22/17",2016,1,7,0,"shot_no","Jump Shot","3PT Field Goal",26,"Orlando Magic",-183,185,17
"635","Draymond Green","Golden State Warriors","1/22/17",2016,3,0,0,"shot_no","Jump Shot","3PT Field Goal",23,"Orlando Magic",-237,31,48
"636","Draymond Green","Golden State Warriors","1/20/17",2016,2,11,46,"shot_no","Jump Shot","2PT Field Goal",7,"Houston Rockets",32,65,25
"637","Draymond Green","Golden State Warriors","1/20/17",2016,4,8,29,"shot_no","Jump Shot","2PT Field Goal",3,"Houston Rockets",1,36,52
"638","Draymond Green","Golden State Warriors","1/20/17",2016,4,9,59,"shot_no","Jump Shot","3PT Field Goal",27,"Houston Rockets",79,259,51
"639","Draymond Green","Golden State Warriors","1/20/17",2016,1,0,1,"shot_no","Jump Shot","3PT Field Goal",55,"Houston Rockets",-147,535,24
"640","Draymond Green","Golden State Warriors","1/20/17",2016,2,6,50,"shot_yes","Jump Shot","3PT Field Goal",26,"Houston Rockets",-40,257,30
"641","Draymond Green","Golden State Warriors","1/20/17",2016,3,7,37,"shot_yes","Jump Shot","3PT Field Goal",24,"Houston Rockets",-4,247,41
"642","Draymond Green","Golden State Warriors","1/20/17",2016,1,8,44,"shot_yes","Jump Shot","3PT Field Goal",24,"Houston Rockets",143,203,16
"643","Draymond Green","Golden State Warriors","1/20/17",2016,2,9,55,"shot_no","Jump Shot","2PT Field Goal",6,"Houston Rockets",-55,41,27
"644","Draymond Green","Golden State Warriors","1/18/17",2016,3,8,29,"shot_no","Jump Shot","2PT Field Goal",3,"Oklahoma City Thunder",-2,36,40
"645","Draymond Green","Golden State Warriors","1/18/17",2016,4,2,27,"shot_no","Jump Shot","3PT Field Goal",27,"Oklahoma City Thunder",132,237,58
"646","Draymond Green","Golden State Warriors","1/16/17",2016,2,3,51,"shot_no","Jump Shot","2PT Field Goal",7,"Cleveland Cavaliers",-71,23,33
"647","Draymond Green","Golden State Warriors","1/16/17",2016,2,10,41,"shot_yes","Jump Shot","2PT Field Goal",17,"Cleveland Cavaliers",-30,170,26
"648","Draymond Green","Golden State Warriors","1/8/17",2016,1,7,41,"shot_no","Jump Shot","3PT Field Goal",24,"Sacramento Kings",69,237,17
"649","Draymond Green","Golden State Warriors","1/8/17",2016,2,0,20,"shot_no","Jump Shot","3PT Field Goal",23,"Sacramento Kings",238,26,36
"650","Draymond Green","Golden State Warriors","1/8/17",2016,4,1,10,"shot_no","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-16,252,59
"651","Draymond Green","Golden State Warriors","1/8/17",2016,3,6,26,"shot_yes","Jump Shot","3PT Field Goal",23,"Sacramento Kings",232,8,42
"652","Draymond Green","Golden State Warriors","1/6/17",2016,1,7,1,"shot_no","Jump Shot","3PT Field Goal",27,"Memphis Grizzlies",112,247,17
"653","Draymond Green","Golden State Warriors","1/4/17",2016,1,3,52,"shot_no","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-186,190,21
"654","Draymond Green","Golden State Warriors","1/4/17",2016,4,10,39,"shot_yes","Jump Shot","2PT Field Goal",5,"Portland Trail Blazers",-47,33,50
"655","Draymond Green","Golden State Warriors","1/4/17",2016,4,7,28,"shot_no","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-76,252,53
"656","Draymond Green","Golden State Warriors","1/4/17",2016,1,9,42,"shot_yes","Jump Shot","3PT Field Goal",27,"Portland Trail Blazers",-173,213,15
"657","Draymond Green","Golden State Warriors","1/4/17",2016,4,9,24,"shot_yes","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-89,247,51
"658","Draymond Green","Golden State Warriors","1/2/17",2016,2,0,33,"shot_no","Jump Shot","3PT Field Goal",29,"Denver Nuggets",-176,237,36
"659","Draymond Green","Golden State Warriors","1/2/17",2016,3,3,23,"shot_no","Jump Shot","2PT Field Goal",5,"Denver Nuggets",27,51,45
"660","Draymond Green","Golden State Warriors","12/30/16",2016,1,4,55,"shot_no","Jump Shot","3PT Field Goal",27,"Dallas Mavericks",-194,188,20
"661","Draymond Green","Golden State Warriors","12/30/16",2016,1,11,47,"shot_no","Jump Shot","2PT Field Goal",9,"Dallas Mavericks",-22,90,13
"662","Draymond Green","Golden State Warriors","12/28/16",2016,3,10,33,"shot_no","Jump Shot","3PT Field Goal",25,"Toronto Raptors",-89,242,38
"663","Draymond Green","Golden State Warriors","12/28/16",2016,3,2,37,"shot_no","Jump Shot","2PT Field Goal",3,"Toronto Raptors",-25,21,46
"664","Draymond Green","Golden State Warriors","12/25/16",2016,2,8,59,"shot_no","Jump Shot","3PT Field Goal",26,"Cleveland Cavaliers",-133,224,28
"665","Draymond Green","Golden State Warriors","12/25/16",2016,4,3,17,"shot_no","Jump Shot","3PT Field Goal",24,"Cleveland Cavaliers",-248,0,57
"666","Draymond Green","Golden State Warriors","12/23/16",2016,1,1,28,"shot_no","Jump Shot","3PT Field Goal",25,"Detroit Pistons",-192,169,23
"667","Draymond Green","Golden State Warriors","12/23/16",2016,4,3,20,"shot_no","Jump Shot","2PT Field Goal",16,"Detroit Pistons",-4,169,57
"668","Draymond Green","Golden State Warriors","12/23/16",2016,1,10,21,"shot_no","Jump Shot","3PT Field Goal",26,"Detroit Pistons",76,252,14
"669","Draymond Green","Golden State Warriors","12/23/16",2016,3,10,24,"shot_no","Jump Shot","3PT Field Goal",27,"Detroit Pistons",-34,269,38
"670","Draymond Green","Golden State Warriors","12/23/16",2016,2,6,16,"shot_no","Jump Shot","3PT Field Goal",26,"Detroit Pistons",-174,203,30
"671","Draymond Green","Golden State Warriors","12/23/16",2016,1,5,25,"shot_no","Jump Shot","3PT Field Goal",25,"Detroit Pistons",-56,252,19
"672","Draymond Green","Golden State Warriors","12/23/16",2016,4,2,0,"shot_no","Jump Shot","3PT Field Goal",25,"Detroit Pistons",215,134,58
"673","Draymond Green","Golden State Warriors","12/20/16",2016,1,9,49,"shot_no","Jump Shot","3PT Field Goal",22,"Utah Jazz",223,23,15
"674","Draymond Green","Golden State Warriors","12/20/16",2016,4,11,14,"shot_yes","Jump Shot","3PT Field Goal",25,"Utah Jazz",81,244,49
"675","Draymond Green","Golden State Warriors","12/20/16",2016,3,5,46,"shot_no","Jump Shot","3PT Field Goal",25,"Utah Jazz",112,232,43
"676","Draymond Green","Golden State Warriors","12/17/16",2016,1,6,27,"shot_no","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",30,257,18
"677","Draymond Green","Golden State Warriors","12/17/16",2016,3,2,17,"shot_no","Jump Shot","3PT Field Goal",28,"Portland Trail Blazers",-138,244,46
"678","Draymond Green","Golden State Warriors","12/17/16",2016,1,2,4,"shot_no","Jump Shot","2PT Field Goal",3,"Portland Trail Blazers",17,31,22
"679","Draymond Green","Golden State Warriors","12/15/16",2016,3,10,38,"shot_no","Jump Shot","3PT Field Goal",26,"New York Knicks",-143,228,38
"680","Draymond Green","Golden State Warriors","12/15/16",2016,1,7,59,"shot_no","Jump Shot","2PT Field Goal",19,"New York Knicks",-178,75,17
"681","Draymond Green","Golden State Warriors","12/15/16",2016,1,11,27,"shot_no","Jump Shot","3PT Field Goal",25,"New York Knicks",-122,224,13
"682","Draymond Green","Golden State Warriors","12/15/16",2016,4,3,38,"shot_no","Jump Shot","3PT Field Goal",27,"New York Knicks",35,272,57
"683","Draymond Green","Golden State Warriors","12/15/16",2016,2,6,5,"shot_no","Jump Shot","3PT Field Goal",25,"New York Knicks",94,232,30
"684","Draymond Green","Golden State Warriors","12/13/16",2016,1,1,38,"shot_no","Jump Shot","2PT Field Goal",20,"New Orleans Pelicans",207,11,23
"685","Draymond Green","Golden State Warriors","12/13/16",2016,4,3,30,"shot_no","Jump Shot","2PT Field Goal",6,"New Orleans Pelicans",-56,31,57
"686","Draymond Green","Golden State Warriors","12/13/16",2016,2,0,31,"shot_no","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",-50,252,36
